web-scraper-order,text,section,topic,urls,userMentions,isReply,emojis,Expression of emotions,Use of humor,Self-disclosure,Referring explicitly to others' messages,Asking questions,"Complimenting, expressing appreciation or criticism",Expressing agreement or disagreement,"Phatics, salutations"
1604757777-16842,"9690599.0 spectacular, symmetrical. @ecceruelme a  nice glitch
possibly #ram and reddy brown color. #buddah #buddha like perhaps
#quantitative #diagnostic  exciting
looks cropped
",notes,Subject 20884084,/projects/zooniverse/gravity-spy/talk/subjects/9690599;/users/ecceruelme;/projects/zooniverse/gravity-spy/talk/tags/ram;/projects/zooniverse/gravity-spy/talk/tags/buddah;/projects/zooniverse/gravity-spy/talk/tags/buddha;/projects/zooniverse/gravity-spy/talk/tags/quantitative;/projects/zooniverse/gravity-spy/talk/tags/diagnostic,@ecceruelme,,😀;😀,1,1,0,1,0,0,0,0
1604727734-6260,"sim search 3821757
",notes,Subject 3818093,/projects/zooniverse/gravity-spy/talk/subjects/3821757,,,,0,0,0,0,0,0,0,0
1604541250-4520,"#faintviolin
",notes,Subject 5847694,/projects/zooniverse/gravity-spy/talk/subjects/5847694;/projects/zooniverse/gravity-spy/talk/tags/faintviolin,,,,0,0,0,0,0,0,0,0
1604770618-14406,"A small blip above a burst at 30 Hz, joined with a narrow join. Not like a christingle blip
",notes,Subject 3816716,/projects/zooniverse/gravity-spy/talk/subjects/3816716,,,,0,0,0,0,0,0,0,0
1604729521-7142,"I can see why subject is called #organpipes.  Some look like the  #Effel tower, or a #church building.
Thank you
",notes,Subject 10524335,/projects/zooniverse/gravity-spy/talk/tags/organpipes;/projects/zooniverse/gravity-spy/talk/tags/Effel;/projects/zooniverse/gravity-spy/talk/tags/church,,,,0,0,0,0,0,1,0,0
1604197530-5,"#viola
",notes,Subject 25662147,/projects/zooniverse/gravity-spy/talk/tags/viola,,,,0,0,0,0,0,0,0,0
1604566364-3155,"No a clear #glitch here , maybe just #noise
",notes,Subject 25648662,/projects/zooniverse/gravity-spy/talk/tags/glitch;/projects/zooniverse/gravity-spy/talk/tags/noise,,,,0,0,0,1,0,0,0,0
1604650116-13375,"frame 4 #bnschirp or imposter
",notes,Subject 37002997,/projects/zooniverse/gravity-spy/talk/subjects/37002997;/projects/zooniverse/gravity-spy/talk/tags/bnschirp,,,,0,0,0,0,0,0,0,0
1604860356-3647,"#wanderingLine, with an obvious high-amplitude glitch at around 2048 Hz.
",notes,Subject 5845522,/projects/zooniverse/gravity-spy/talk/subjects/5845522;/projects/zooniverse/gravity-spy/talk/tags/wanderingLine,,,,0,0,0,0,0,0,0,0
1604873995-5414,"Netted band
",notes,Subject 8629605,/projects/zooniverse/gravity-spy/talk/subjects/8629605,,,,0,0,0,0,0,0,0,0
1604724183-4327,"#mainshum
",notes,Subject 10566462,/projects/zooniverse/gravity-spy/talk/subjects/10566462;/projects/zooniverse/gravity-spy/talk/tags/mainshum,,,,0,0,0,1,0,0,0,0
1604708165-1127,"#suspect lfb?
",notes,Subject 3817785,/projects/zooniverse/gravity-spy/talk/tags/suspect,,,,0,0,0,0,1,0,0,0
1604738975-8699,"#repeatingblips
",notes,Subject 5802865,/projects/zooniverse/gravity-spy/talk/tags/repeatingblips,,,,0,0,0,1,0,0,0,0
1604629202-6062,"light modulated lfb?
",notes,Subject 3954124,/projects/zooniverse/gravity-spy/talk/subjects/3954124,,,,0,0,0,0,0,0,0,0
1604548026-409,"#pizzicato
",notes,Subject 38165527,/projects/zooniverse/gravity-spy/talk/subjects/38165527;/projects/zooniverse/gravity-spy/talk/tags/pizzicato,,,,0,0,0,0,0,0,0,0
1604584547-7024,"#damped_crowns
",notes,Subject 39828572,/projects/zooniverse/gravity-spy/talk/subjects/39828572;/projects/zooniverse/gravity-spy/talk/tags/damped_crowns,,,,0,0,0,0,0,0,0,0
1604860772-3680,"#frame4glitch almost no glitch weak partial scratchy centred around 1024 hz and haphazard chain around 300 hz and also 20 hz to  300 hz chain line?
",notes,Subject 6639003,/projects/zooniverse/gravity-spy/talk/subjects/6639003;/projects/zooniverse/gravity-spy/talk/tags/frame4glitch,,,,0,0,0,0,0,0,0,0
1604691226-10877,"Slowly oscillating line(s), 20-30 Hz
",notes,Subject 3821172,/projects/zooniverse/gravity-spy/talk/subjects/3821172,,,,0,0,0,0,0,0,0,0
1604719954-3339,"special
",notes,Subject 3830839,,,,,0,0,0,0,0,1,0,0
1604576473-5338,"Ok. Thank you for the help.
",notes,Subject 35763232,,,,,0,0,0,0,0,0,0,0
1604537401-3837,"MicroHF
",notes,Subject 5870705,/projects/zooniverse/gravity-spy/talk/subjects/5870705,,,,0,0,1,0,0,0,0,0
1604761478-12271,"very strange shaped mid frequency bursts and frequency modulation, damping
",notes,Subject 5740607,/projects/zooniverse/gravity-spy/talk/subjects/5740607,,,,0,0,0,0,0,0,0,0
1604727826-6347,"#fly
",notes,Subject 3536574,/projects/zooniverse/gravity-spy/talk/tags/fly,,,,0,0,0,0,0,0,0,0
1604628582-10215,"#chirpish
",notes,Subject 20889926,/projects/zooniverse/gravity-spy/talk/subjects/20889926;/projects/zooniverse/gravity-spy/talk/tags/chirpish,,,,0,0,0,0,0,0,0,0
1604763585-18069,"Viola
",notes,Subject 25655025,/projects/zooniverse/gravity-spy/talk/subjects/25655025,,,,0,0,1,0,0,0,0,0
1604705668-684,"something spooky again, comment subject debacle. I can't say.
",notes,Subject 8628193,,,,,0,0,0,0,0,0,0,0
1604726790-5825,"vertical power line?
",notes,Subject 8630661,/projects/zooniverse/gravity-spy/talk/subjects/8630661,,,,0,0,0,0,0,0,0,0
1604683434-717,"#A blip an energetic tomte
",notes,Subject 6697503,/projects/zooniverse/gravity-spy/talk/subjects/6697503,,,,0,0,0,0,0,0,0,0
1604539717-4227,"#No-glitch...
",notes,Subject 3773715,/projects/zooniverse/gravity-spy/talk/tags/No-glitch,,,,0,0,0,0,0,0,0,0
1604745451-12974,"#1sec
",notes,Subject 10511852,/projects/zooniverse/gravity-spy/talk/tags/1sec,,,,0,0,0,0,0,0,0,0
1604721019-12178,"#lowfrequencysplatter ?
",notes,Subject 3827175,/projects/zooniverse/gravity-spy/talk/tags/lowfrequencysplatter,,,,0,0,0,0,0,0,0,0
1604504864-2658,"#2000hz
",notes,Subject 5865426,/projects/zooniverse/gravity-spy/talk/tags/2000hz,,,,0,0,0,0,0,0,0,0
1604720302-3277,"Similar to caterpillar, but at 50 Hz
",notes,Subject 5808611,/projects/zooniverse/gravity-spy/talk/subjects/5808611,,,,0,0,0,0,0,0,0,0
1604644173-12183,"25fb
",notes,Subject 25772588,/projects/zooniverse/gravity-spy/talk/subjects/25772588,,,,0,0,1,0,1,0,0,0
1604804066-15787,"I can see a wave t=0 maximum, t = +/-2 = minimum, peak is high energy 25 cigar shaped 1 second duration, 16 hz
the minima are lower energy 12.5? 8hz. half energy? half frequency? perhaps?
",notes,Subject 3844211,/projects/zooniverse/gravity-spy/talk/subjects/3844211,,,,0,0,0,0,0,0,0,0
1604776862-15200,"frame 4 #paireddoves 
",notes,Subject 2202147,/projects/zooniverse/gravity-spy/talk/subjects/2202147;/projects/zooniverse/gravity-spy/talk/tags/paireddoves,,,,0,0,0,0,0,0,0,0
1604759744-11921,"LFL with chirp @christingle
",notes,Subject 10153456,/projects/zooniverse/gravity-spy/talk/subjects/10153456;/users/christingle,@christingle,,,0,0,0,0,0,0,0,0
1604567588-3477,"HF signals; maybe see also Subject 25661115
",notes,Subject 25655283,/projects/zooniverse/gravity-spy/talk/subjects/25655283,,,,0,0,0,0,0,0,0,0
1604726835-5899,"#dagger #koiskeleton
",notes,Subject 10511790,/projects/zooniverse/gravity-spy/talk/tags/dagger;/projects/zooniverse/gravity-spy/talk/tags/koiskeleton,,,,0,0,0,0,0,0,0,0
1604563838-2747,"#crown
",notes,Subject 40379087,/projects/zooniverse/gravity-spy/talk/subjects/40379087;/projects/zooniverse/gravity-spy/talk/tags/crown,,,,0,0,0,0,0,0,0,0
1604648824-13135,"#cross #hfb
",notes,Subject 39388246,/projects/zooniverse/gravity-spy/talk/subjects/39388246;/projects/zooniverse/gravity-spy/talk/tags/cross;/projects/zooniverse/gravity-spy/talk/tags/hfb,,,,0,0,0,0,0,0,0,0
1604640141-7453,"#midfrequencyline
",notes,Subject 3537313,/projects/zooniverse/gravity-spy/talk/tags/midfrequencyline,,,,0,0,0,0,0,0,0,0
1604748384-13921,"#koi with #weak arms
",notes,Subject 3826056,/projects/zooniverse/gravity-spy/talk/subjects/3826056;/projects/zooniverse/gravity-spy/talk/tags/koi;/projects/zooniverse/gravity-spy/talk/tags/weak,,,,0,1,0,0,0,0,0,0
1604557824-1581,"6698116.0 nice glitch
",notes,Subject 10977143,/projects/zooniverse/gravity-spy/talk/subjects/6698116,,,,0,0,0,0,1,0,0,0
1604552343-1083,"#blib #hybrid with #lowenergyburst ? Doesn't really look like #lightmodulation
",notes,Subject 3774933,/projects/zooniverse/gravity-spy/talk/subjects/3774933;/projects/zooniverse/gravity-spy/talk/tags/blib;/projects/zooniverse/gravity-spy/talk/tags/hybrid;/projects/zooniverse/gravity-spy/talk/tags/lowenergyburst;/projects/zooniverse/gravity-spy/talk/tags/lightmodulation,,,,0,0,0,0,0,0,0,0
1604627583-5899,"#aerolinine in #combination with a #fat_horizontal_lf
",notes,Subject 3496868,/projects/zooniverse/gravity-spy/talk/subjects/3496868;/projects/zooniverse/gravity-spy/talk/tags/aerolinine;/projects/zooniverse/gravity-spy/talk/tags/combination;/projects/zooniverse/gravity-spy/talk/tags/fat_horizontal_lf,,,,0,0,0,0,0,0,0,0
1604639491-7314,"#unique
",notes,Subject 3816318,/projects/zooniverse/gravity-spy/talk/subjects/3816318;/projects/zooniverse/gravity-spy/talk/tags/unique,,,,0,0,0,0,0,0,0,0
1604713326-4727,"Whistle. Looks as if it is part of the glitch at 30 Hz in frame 4 @EcceruElme
",notes,Subject 5688604,/users/EcceruElme,@EcceruElme,,,1,0,0,0,0,0,0,0
1604621929-5608,"#noneoftheabove #ascending low frequency line around 30Hz .... Possibly massive merger on a slow time scale??! #possibledetection #freddy #possiblenewglitch
",notes,Subject 3827026,/projects/zooniverse/gravity-spy/talk/subjects/3827026;/projects/zooniverse/gravity-spy/talk/tags/noneoftheabove;/projects/zooniverse/gravity-spy/talk/tags/ascending;/projects/zooniverse/gravity-spy/talk/tags/possibledetection;/projects/zooniverse/gravity-spy/talk/tags/freddy;/projects/zooniverse/gravity-spy/talk/tags/possiblenewglitch,,,,0,0,0,0,0,0,0,0
1604722628-4172,"#doublekoi
",notes,Subject 3815973,/projects/zooniverse/gravity-spy/talk/tags/doublekoi,,,,0,0,0,0,1,0,0,0
1604642940-8198,"possible chirp?
",notes,Subject 2208855,/projects/zooniverse/gravity-spy/talk/subjects/2208855,,,,0,0,0,0,0,0,0,0
1604744132-12470,"#esdoverflow #scale
",notes,Subject 10961614,/projects/zooniverse/gravity-spy/talk/tags/esdoverflow;/projects/zooniverse/gravity-spy/talk/tags/scale,,,,0,0,0,0,0,0,0,0
1604689546-10648,"Very loud #tomte.
",notes,Subject 3832837,/projects/zooniverse/gravity-spy/talk/tags/tomte,,,,0,0,0,0,0,0,0,0
1604845241-1051,"#OffCenterBlip #Wierd
",notes,Subject 8649918,/projects/zooniverse/gravity-spy/talk/subjects/8649918;/projects/zooniverse/gravity-spy/talk/tags/OffCenterBlip;/projects/zooniverse/gravity-spy/talk/tags/Wierd,,,,0,0,0,0,0,0,0,0
1604529059-251,"#slow-parallels  ?
",notes,Subject 37880583,/projects/zooniverse/gravity-spy/talk/subjects/37880583;/projects/zooniverse/gravity-spy/talk/tags/slow-parallels,,,,0,0,0,0,0,0,0,0
1604605287-7746,"25sb
",notes,Subject 25769047,/projects/zooniverse/gravity-spy/talk/subjects/25769047,,,,1,0,0,0,0,1,0,0
1604680014-472,"yes, very nice combination  #5secperiod with #wheat + the hazy green.
",notes,Subject 10970930,/projects/zooniverse/gravity-spy/talk/tags/5secperiod;/projects/zooniverse/gravity-spy/talk/tags/wheat,,,😃,0,0,0,0,0,0,0,0
1604708764-1267,"Many #extremelyloud examples seem to be bursts of #koifish
",notes,Subject 3835470,/projects/zooniverse/gravity-spy/talk/tags/extremelyloud;/projects/zooniverse/gravity-spy/talk/tags/koifish,,,,0,0,0,0,0,0,0,0
1604571397-4254,"#hfb_mini
",notes,Subject 36814171,/projects/zooniverse/gravity-spy/talk/subjects/36814171;/projects/zooniverse/gravity-spy/talk/tags/hfb_mini,,,,0,0,0,0,0,0,0,0
1604882630-6726,"20 + 10 + 20 hz = 50 hz
",notes,Subject 3832471,/projects/zooniverse/gravity-spy/talk/subjects/3832471,,,,0,0,0,0,0,0,0,0
1604775896-15123,"blip with lfb characteristics,
",notes,Subject 3827446,/projects/zooniverse/gravity-spy/talk/subjects/3827446,,,,0,0,0,0,0,0,0,0
1604202483-3666,"#50sb
",notes,Subject 25773027,/projects/zooniverse/gravity-spy/talk/tags/50sb,,,,0,0,0,0,0,0,0,0
1604578118-5717,"Lines, 45-60 Hz
",notes,Subject 25651126,/projects/zooniverse/gravity-spy/talk/subjects/25651126,,,,0,0,0,0,0,0,0,0
1604694554-2101,"repeating light modulation
",notes,Subject 3816628,,,,,1,0,0,0,0,0,0,0
1604613975-9262,"I am glad that this was helpful
",notes,Subject 10978909,,,,,0,0,0,0,0,0,0,0
1604679266-9798,"#blip + highfly
",notes,Subject 2199391,/projects/zooniverse/gravity-spy/talk/subjects/2199391;/projects/zooniverse/gravity-spy/talk/tags/blip,,,,0,1,1,0,0,0,0,0
1604648931-13168,"It only took seconds to configure a search of INJ in November 2016. The logs are interesting but I am not authorised to access most of the links. There were quite a few hardware injections. I understand what you mean about old data with regards to glitches but data due to GW injected or real is exactly the same, constant through all eras and of course in GS chirps are glitches so we are always being duofunctional. 
Interestingly ICECUBE detected a neutrino on 03/11/2016 follow up analyses were performed but results were not definitive. Was GW follow up done if it was not perhaps someone should do it now.
https://pos.sissa.it/301/1015/pdf
",notes,Subject 6255597,https://pos.sissa.it/301/1015/pdf,,TRUE,😁;😎,0,0,0,0,0,0,0,0
1604725205-6687,"lfb color mixing @EcceruElme
",notes,Subject 3542706,/projects/zooniverse/gravity-spy/talk/subjects/3542706;/users/EcceruElme,@EcceruElme,,,0,0,0,0,0,0,0,0
1604504150-2470,"Tossing this in the Whistle collections, for now, but its not really looking like a normal/default Whistle.
",notes,Subject 2192951,/projects/zooniverse/gravity-spy/talk/subjects/2192951,,,,0,0,0,0,0,0,0,0
1604734025-8070,"#linea 80Hz
",notes,Subject 8649554,/projects/zooniverse/gravity-spy/talk/tags/linea,,,,0,0,0,0,0,0,0,0
1604769146-19726,"100bb
",notes,Subject 25696573,/projects/zooniverse/gravity-spy/talk/subjects/25696573,,,,0,0,0,0,0,0,0,0
1604735054-9082,"chirpish
",notes,Subject 6066951,,,,,0,0,1,0,0,0,0,1
1604647881-12960,"Hi Steven, I would.
",notes,Subject 35874794,,,TRUE,,0,0,0,0,0,0,0,0
1604814159-7044,"#midfrequencyline
",notes,Subject 8658313,/projects/zooniverse/gravity-spy/talk/subjects/8658313;/projects/zooniverse/gravity-spy/talk/tags/midfrequencyline,,,,0,0,0,0,0,0,0,0
1604736538-9539,"#scratchy with clear frequency modulation. Seen similar before.
",notes,Subject 10524159,/projects/zooniverse/gravity-spy/talk/subjects/10524159;/projects/zooniverse/gravity-spy/talk/tags/scratchy,,,,0,0,0,0,0,0,0,0
1604669939-8604,"Sharp chirp
",notes,Subject 3819014,/projects/zooniverse/gravity-spy/talk/subjects/3819014,,,,0,0,0,0,0,0,0,0
1604742882-9384,"pixkoi?
",notes,Subject 10978435,,,,,0,0,0,0,0,0,0,0
1604685707-1100,"Ripple at 1 sec may be linked to start of LFL at 1 sec
",notes,Subject 8635146,/projects/zooniverse/gravity-spy/talk/subjects/8635146,,,,0,0,0,0,0,0,0,0
1604706996-867,"Possible Light modulations, with koi fish at 0.8 sec.
",notes,Subject 3815223,/projects/zooniverse/gravity-spy/talk/subjects/3815223,,,,0,0,0,0,1,0,0,0
1604748936-14273,"25649005.0 perhaps a typical chirp profile?
https://gravityspytools.ciera.northwestern.edu/search/do_similarity_search/?csrfmiddlewaretoken=9c1kEkQqXru1PAmIXc9k0MgrGT2YpUkKSIap83bs2YpRPklthbdjLMHRRs8GCLcB&database=updated_similarity_index&howmany=200&zooid=25648786&imageid=&ifo='L1'%2C+'V1'
",notes,Subject 25648786,/projects/zooniverse/gravity-spy/talk/subjects/25649005;https://gravityspytools.ciera.northwestern.edu/search/do_similarity_search/?csrfmiddlewaretoken=9c1kEkQqXru1PAmIXc9k0MgrGT2YpUkKSIap83bs2YpRPklthbdjLMHRRs8GCLcB&database=updated_similarity_index&howmany=200&zooid=25648786&imageid=&ifo=%27L1%27%2C+%27V1%27,,,,0,0,0,0,0,0,0,0
1604539006-2372,"#koifish ?
",notes,Subject 35435714,/projects/zooniverse/gravity-spy/talk/subjects/35435714;/projects/zooniverse/gravity-spy/talk/tags/koifish,,,,0,0,0,0,0,0,0,0
1604636703-10778,"its a simple #BLIP
",notes,Subject 3771916,/projects/zooniverse/gravity-spy/talk/tags/BLIP,,,,0,0,1,0,0,0,0,0
1604859709-3562,"same glitch, different center, #bridge
In the bridge collection there are several different type of extremely strong scattered light reminding glitches. I am not sure this one is scattered light but if it's happen to be then something really unusual happened here.
",notes,Subject 8635592,/projects/zooniverse/gravity-spy/talk/subjects/2218289;/projects/zooniverse/gravity-spy/talk/tags/bridge;https://www.zooniverse.org/collections/ecceruelme/bridge,,,,0,0,0,0,0,0,0,0
1604690690-1557,"#repeatingblips
",notes,Subject 3496370,/projects/zooniverse/gravity-spy/talk/tags/repeatingblips,,,,0,0,0,0,0,0,0,0
1604762381-17817,"20885054.0
",notes,Subject 10637111,/projects/zooniverse/gravity-spy/talk/subjects/20885054,,,,0,0,0,0,0,0,0,0
1604726826-5865,"or #lily
",notes,Subject 5740726,/projects/zooniverse/gravity-spy/talk/tags/lily,,,,0,0,0,0,1,0,0,0
1604677442-9445,"22 and 45 Hz lines; harmonics?
",notes,Subject 3830316,/projects/zooniverse/gravity-spy/talk/subjects/3830316,,,,0,0,1,0,1,1,0,0
1604723547-4522,"Thanks #EcceruElme
Incidentally, I received about 50 ""Congratulations etc about new black hole or neutron"" most repeats and most inappropriate to the task completed. Is this a glitch at zooniverse end or mine?
",notes,Subject 9628056,/projects/zooniverse/gravity-spy/talk/tags/EcceruElme,,,,0,0,0,0,0,0,0,0
1604729980-7571,"Netted repeating glitches around 150 Hz, with a weak netted line at 300-350 Hz Main glitches resemble Helix slightly. Repeat frequency 130RPM; a Hanford machinery problem
",notes,Subject 3831119,/projects/zooniverse/gravity-spy/talk/subjects/3831119,,,,0,0,0,0,0,0,0,0
1604619808-5430,"merged stacked low frequency lines below 20 hz, with intermittent 1024 hz signals,
",notes,Subject 3944579,/projects/zooniverse/gravity-spy/talk/subjects/3944579,,,,0,0,0,0,0,0,0,0
1604748901-10292,"Fused LFLs
",notes,Subject 5669957,,,,,0,0,0,0,0,0,0,0
1604607309-8155,"50 Hz line. Glitch looks like a fin.
",notes,Subject 25760282,,,,,0,0,0,1,0,0,0,0
1604749229-14365,"single view sim search H and L and V
5738362.0
further discussion in parallel https://www.zooniverse.org/projects/zooniverse/gravity-spy/talk/328/667537?comment=1111530&page=1
",notes,Subject 5739392,/projects/zooniverse/gravity-spy/talk/subjects/5738362;https://www.zooniverse.org/projects/zooniverse/gravity-spy/talk/328/667537?comment=1111530&page=1,,,,0,0,0,0,1,0,0,0
1604708202-4094,"what are my stats on this?
",notes,Subject 6080117,/projects/zooniverse/gravity-spy/talk/subjects/6080117,,,,0,0,0,0,0,0,0,0
1604678618-339,"#raventaps
",notes,Subject 3822684,/projects/zooniverse/gravity-spy/talk/tags/raventaps,,,,0,0,0,0,1,0,0,0
1604885778-7197,"
0.2 to 0.4 #whiplash glitch seen many times now. Is it a detection or injection?

",notes,Subject 5866413,/projects/zooniverse/gravity-spy/talk/subjects/5866413;/projects/zooniverse/gravity-spy/talk/tags/whiplash,,,,0,0,0,0,0,0,0,0
1604734833-9011,"#esdoverflow
",notes,Subject 10963160,/projects/zooniverse/gravity-spy/talk/subjects/10963160;/projects/zooniverse/gravity-spy/talk/tags/esdoverflow,,,,0,0,0,0,1,0,0,0
1604645175-8509,"another low frequency line with a meandering low energy chain above 250 hz, could both of these glitches be due to aircraft movements/signals/noises/ or what about the exhaust fumes?
",notes,Subject 2211640,/projects/zooniverse/gravity-spy/talk/subjects/2211640,,,,0,0,0,0,0,0,0,0
1604676265-9242,"#lfqbox
",notes,Subject 3536883,/projects/zooniverse/gravity-spy/talk/subjects/3536883;/projects/zooniverse/gravity-spy/talk/tags/lfqbox,,,,0,0,0,0,0,0,0,0
1604731462-7726,"The total span of the curve is about 1100Hz to just under 1000 Hz
",notes,Subject 5858819,,,,,0,0,0,0,0,0,0,0
1604694443-2040,"#fly
",notes,Subject 3822185,/projects/zooniverse/gravity-spy/talk/subjects/3822185;/projects/zooniverse/gravity-spy/talk/tags/fly,,,,1,0,0,1,0,1,0,0
1604558387-1697,"This is an HFB500, also known as #pizzicato for their hypothetical relationship to violin mode resonances.  This is already a proposed new glitch class. Thanks for flagging it! They also come in versions near 1024Hz and (rarely) at both 512 and 1024Hz simultaneously.
",notes,Subject 39548333,/projects/zooniverse/gravity-spy/talk/tags/pizzicato;/projects/zooniverse/gravity-spy/talk/762/935664,,TRUE,,0,0,0,0,0,0,0,0
1604520058-2722,"#repeatingblips
",notes,Subject 5848911,/projects/zooniverse/gravity-spy/talk/tags/repeatingblips,,,,0,0,0,0,0,0,0,0
1604748161-13839,"baby koi with one arm
",notes,Subject 10647509,/projects/zooniverse/gravity-spy/talk/subjects/10647509,,,,0,0,0,0,0,0,0,0
1604763287-13316,"#lowfrequencysplatter
",notes,Subject 3817936,/projects/zooniverse/gravity-spy/talk/subjects/3817936;/projects/zooniverse/gravity-spy/talk/tags/lowfrequencysplatter,,,,0,0,0,0,0,0,0,0
1604548110-427,"#mast
",notes,Subject 38043097,/projects/zooniverse/gravity-spy/talk/subjects/38043097;/projects/zooniverse/gravity-spy/talk/tags/mast,,,,0,0,0,0,0,0,0,0
1604707168-909,"#mid frequency ripples
",notes,Subject 3829224,/projects/zooniverse/gravity-spy/talk/subjects/3829224;/projects/zooniverse/gravity-spy/talk/tags/mid,,,,0,0,0,0,1,0,0,0
1604775623-15069,"Lower frequency scratchy maybe?
",notes,Subject 3540225,,,,,1,0,1,0,0,1,0,0
1604550343-776,"Unsure about this one. At the top of the spectrogram xy plot it appears to be quite obviously a whistle (of some sort or another). However, at the bottom half of the plot on the cartesian/coordinate plane, the trailing off and the inconsistency of the glitch troubles and confuses me (I have only been doing Gravity Spy for a short while as of now). I ultimately decided that the glitch appeared to be more of the whistle sort than the blip sort. Just wanted to point out my own confusion for the resource of others.
Also, if anyone would be willing to reach out and provide some assistance to me regarding better identifying glitches, I would definitely appreciate that. Thanks!
",notes,Subject 40126721,/projects/zooniverse/gravity-spy/talk/subjects/40126721,,,,0,0,1,0,0,0,0,0
1604745498-12981,"I think just a #1080 but a bit of #helix in there too,
",notes,Subject 5797761,/projects/zooniverse/gravity-spy/talk/subjects/5797761;/projects/zooniverse/gravity-spy/talk/tags/1080;/projects/zooniverse/gravity-spy/talk/tags/helix,,,,0,0,0,0,0,0,0,0
1604529123-3128,"#repeatingblips
",notes,Subject 5864682,/projects/zooniverse/gravity-spy/talk/subjects/5864682;/projects/zooniverse/gravity-spy/talk/tags/repeatingblips,,,,0,0,0,0,0,0,0,0
1604881637-6577,"Another 1080 line with an amplitude envelope.
",notes,Subject 5956891,/projects/zooniverse/gravity-spy/talk/subjects/5956891,,,,0,0,0,0,0,0,0,0
1604538743-2305,"Very low frequency blob 16-32Hz
",notes,Subject 25771717,,,,,0,0,0,0,0,0,0,0
